"Annot_Gene"	"Annot_Christoforou_Uniprot_G.O_overlap"	"Annot_Christoforou_Uniprot_G.O_sum"	"Annot_HPA_Single_supportive"	"HPA.main.location"	"HPA.Other.loc"	"HPA.Reliability"	"Gene.ontology.cellular.component"	"Uniprot.Subcellular.location"	"overlap"	"clusters"	"assigned_location_Christoforou_Uniprot_G.O_overlap"	"precision_assigned_location_Christoforou_Uniprot_G.O_overlap"	"assigned_location_Christoforou_Uniprot_G.O_sum"	"precision_assigned_location_Christoforou_Uniprot_G.O_sum"	"assigned_location_HPA_Single_supportive"	"precision_assigned_location_HPA_Single_supportive"	"data_Gene"	"data_non_NUM_space"	"data_Christoforou_126"	"data_Christoforou_127N"	"data_Christoforou_127C"	"data_Christoforou_128N"	"data_Christoforou_128C"	"data_Christoforou_129N"	"data_Christoforou_129C"	"data_Christoforou_130N"	"data_Christoforou_131"	"data_Christoforou_130C"	"data_non_NUM_space.1"	"data_Rodriguez_Pineiro_1"	"data_Rodriguez_Pineiro_2"	"data_Rodriguez_Pineiro_3"	"data_Rodriguez_Pineiro_4"	"data_Rodriguez_Pineiro_5"	"data_Rodriguez_Pineiro_6"	"data_Rodriguez_Pineiro_7"	"data_Rodriguez_Pineiro_8"	"data_Rodriguez_Pineiro_9"	"data_Rodriguez_Pineiro_10"	"data_Rodriguez_Pineiro_11"	"data_X"	"data_Cyt.Andreyev"	"data_Nucl.Andreyev"	"data_Microsomes.Andreyev"	"data_PM.Andreyev"	"data_ER.Andreyev"	"data_Mito.Andreyev"	"data_X.1"	"data_Cyt.Carvalho"	"data_Nucl.Carvalho"	"data_Mit.Carvalho"	"data_X.2"	"data_Cyt.Boisvert"	"data_Nucl.Boisvert"	"data_Nucleolus.Boisvert"	"data_X.3"	"data_Cyt.Pinto"	"data_Nucl.Pinto"	"data_Tot.Pinto"	"data_X.4"	"data_Cyt.Choi"	"data_Nucl.Choi"	"data_Pellet.Choi"	"data_Nucl.soluble.Choi"	"data_X.5"	"data_Cyt.Mulvey"	"data_Nucl.Mulvey"	"data_Total.Mulvey"	"data_X.6"	"data_cyt.Bileck"	"data_Nucl.Bileck"	"data_X.7"	"data_Cyt.Thakar"	"data_Nucl.Thakar"	"data_TOT.Thakar"	"data_X.8"	"data_Cyt.Larance"	"data_Nucleus.Larance"	"data_Cytoskeleton.Larance"	"data_Membrane.Larance"
"SMC6"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"chromosome, telomeric region; intracellular; nucleolus; nucleus; PML body; Smc5-Smc6 complex"	" Nucleus Chromosome Chromosome telomere Note=Associates with chromatin Localizes to PML nuclear bodies in ALT cell lines"	"overlaps 4"	409	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"SMC6"	"-"	20	4	1	1	1	6	16	44	40	64	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	94	2	4	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	92	8	1
"TRIM27"	""	""	""	"Nucleoli"	"Nucleus"	"Uncertain"	"cytoplasm; endosome; integral component of plasma membrane; membrane; nuclear membrane; nucleoplasm; nucleus"	" Nucleus {ECO:0000250} Cytoplasm {ECO:0000250} Nucleus PML body {ECO:0000250} Early endosome {ECO:0000269|PubMed:1437549 ECO:0000269|PubMed:23452853 ECO:0000269|PubMed:9247190} Note=Nuclear or cytoplasmic depending on the cell type (By similarity) Colocalized with PML and EIF3S6 in nuclear bodies Recruited to retromer-containing endosomes via interaction with MAGEL2 (PubMed:23452853) {ECO:0000250 ECO:0000269|PubMed:23452853}"	"overlaps 3"	409	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"TRIM27"	"-"	18	6	8	6	8	14	4	58	52	24	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	91	7	2	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	1	1	1
"USP36"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleoli"	NA	"Supportive"	"nucleolus; nucleus"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849}"	"overlaps 4"	409	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"USP36"	"-"	38	1	6	1	1	4	6	32	34	76	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	75	11	14	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	27	73	NA	1	100	1	NA	1	36	55	9
"ZMYM3"	"NUCLEUS"	"NUCLEUS"	""	NA	NA	NA	"nucleus"	" Nucleus {ECO:0000250}"	"overlaps 4"	409	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"ZMYM3"	"-"	28	6	4	1	1	6	18	42	30	60	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	75	20	5	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	87	13	1
"ABT1"	"NUCLEUS"	"NUCLEUS"	""	NA	NA	NA	"nucleus; transcription factor complex"	" Nucleus {ECO:0000250} Nucleus nucleolus {ECO:0000250}"	"overlaps 4"	345	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.888888888888889	"ABT1"	"-"	40	4	6	4	4	6	12	28	28	70	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	15	23	62	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	3	97	NA	1	100	1	NA	17	18	65	1
"AHCTF1"	"NUCLEUS"	"NUCLEUS"	""	"Nucleus;Nuclear membrane"	NA	"Supportive"	"cytosol; extracellular vesicular exosome; kinetochore; nuclear matrix; nuclear membrane; nuclear pore; nucleus"	" Cytoplasm {ECO:0000250} Nucleus matrix {ECO:0000250} Chromosome centromere kinetochore Nucleus nucleoplasm Nucleus nuclear pore complex Note=Localizes to the nuclear pore complex (NPC) throughout interphase Localizes to the kinetochore from prophase and this appears to require the Nup107-160 subcomplex of the NPC Localizes to the periphery of chromatin from late anaphase"	"overlaps 4"	345	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.888888888888889	"AHCTF1"	"-"	1	1	1	1	1	6	20	70	62	38	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	40	49	10	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	7	39	36	18
"BAZ2A"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"chromatin silencing complex; nucleolus; rDNA heterochromatin"	" Nucleus nucleolus {ECO:0000250} Note=Colocalizes with the basal RNA polymerase I transcription factor UBF in the nucleolus {ECO:0000250}"	"overlaps 4"	345	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.888888888888889	"BAZ2A"	"-"	4	1	1	1	4	6	20	58	56	48	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	34	13	53	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	10	90	1	1
"CHD7"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus"	NA	"Supportive"	"nucleus"	" Isoform 1: Nucleus;  Isoform 3: Nucleus nucleolus"	"overlaps 4"	345	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.888888888888889	"CHD7"	"-"	4	1	1	1	1	4	16	72	60	44	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	45	9	45	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	44	56	NA	1	100	1	NA	1	72	1	28
"CTDSPL2"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	NA	NA	"overlaps 4"	345	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.888888888888889	"CTDSPL2"	"-"	4	1	1	1	1	6	22	60	56	46	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	28	66	7	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	69	30	1
"DHX33"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleoli"	NA	"Supportive"	"nucleolus; nucleoplasm"	" Nucleus nucleolus Nucleus nucleoplasm Note=Predominantly in the nucleolus During mitosis localizes with the nucleolar organizing regions"	"overlaps 4"	345	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.888888888888889	"DHX33"	"-"	34	1	1	1	8	1	6	40	36	66	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	24	17	59	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	69	31	1
"HIST2H2AB"	"NUCLEUS"	"NUCLEUS"	""	NA	NA	NA	"extracellular vesicular exosome; nucleosome; nucleus"	" Nucleus Chromosome"	"overlaps 6"	345	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.888888888888889	"HIST2H2AB"	"-"	1	1	1	1	1	4	26	64	60	44	"-"	1	20	20	8	14	22	18	14	1	58	26	NA	1	1	1	1	1	1	NA	1	1	1	NA	12	75	13	NA	1	1	1	NA	36	28	22	15	NA	1	1	1	NA	1	99	NA	1	100	1	NA	5	75	1	19
"MECP2"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus"	NA	"Supportive"	"cytosol; extracellular space; heterochromatin; nucleus"	" Nucleus Note=Colocalized with methyl-CpG in the genome"	"overlaps 4"	345	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.888888888888889	"MECP2"	"-"	1	14	8	1	6	6	22	56	50	32	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	54	37	9	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	67	1	33
"MPRIP"	"CS"	"CS"	"CS"	"Cytoskeleton (Actin filaments)"	"Cytoplasm"	"Supportive"	"actin cytoskeleton; cytoplasm; focal adhesion"	" Cytoplasm cytoskeleton {ECO:0000269|PubMed:14506264 ECO:0000269|PubMed:16257966} Note=Colocalizes with F-actin"	"overlaps 5"	345	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.888888888888889	"MPRIP"	"-"	1	24	18	12	16	36	12	36	44	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	28	72	1	NA	1	69	31	NA	5	95	NA	1	100	1	NA	5	27	60	8
"NSMCE2"	""	""	"NUCLEUS"	"Nucleus"	NA	"Supportive"	"chromosome, telomeric region; nucleus; PML body; Smc5-Smc6 complex"	" Nucleus Chromosome telomere Note=Localizes to PML nuclear bodies in ALT cell lines"	"overlaps 4"	345	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.888888888888889	"NSMCE2"	"-"	10	1	4	6	8	8	28	44	52	40	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	13	30	57	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	22	45	1	33
"PHIP"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"extracellular vesicular exosome; nucleus"	" Nucleus {ECO:0000250}"	"overlaps 4"	345	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.888888888888889	"PHIP"	"-"	4	1	1	1	1	8	24	56	54	50	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	46	15	38	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	4	96	NA	1	100	1	NA	1	94	1	6
"PINX1"	"NUCLEUS"	"NUCLEUS"	""	"Nucleus;Nucleoli"	"Cytoplasm;Mitochondria;Vesicles"	"Supportive"	"chromosome, telomeric region; kinetochore; nuclear chromosome; nucleolus; spindle"	" Nucleus Nucleus nucleolus Chromosome telomere Chromosome centromere kinetochore Note=Localizes in nucleoli at telomere speckles and to the outer plate of kinetochores Localization to the kinetochore is mediated by its central region and depends on NDC80 and CENPE"	"overlaps 3"	345	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.888888888888889	"PINX1"	"-"	40	12	14	4	4	12	12	10	16	76	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	2	61	33	5
"SMC5"	""	""	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"cell junction; chromosome, telomeric region; nucleus; PML body; Smc5-Smc6 complex"	" Nucleus Chromosome Chromosome telomere Note=Associates with chromatin Localizes to PML nuclear bodies in ALT cell lines"	"overlaps 4"	345	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.909090909090909	"NUCLEUS"	0.888888888888889	"SMC5"	"-"	20	1	4	1	4	4	20	42	42	60	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	36	20	44	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	95	1	5
"BAZ1A"	"NUCLEUS"	"NUCLEUS"	""	"Endoplasmic reticulum"	NA	"Uncertain"	"ACF complex; CHRAC; nuclear chromosome"	" Nucleus Note=May target the CHRAC complex to heterochromatin"	"overlaps 7"	119	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"BAZ1A"	"-"	10	1	1	1	1	6	24	50	46	62	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	36	148	1	1	1	16	NA	1	1	1	NA	26	61	13	NA	1	100	1	NA	1	100	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	100	1	1
"BAZ1B"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus"	NA	"Supportive"	"condensed chromosome; nucleus; pericentric heterochromatin"	" Nucleus {ECO:0000255|PROSITE-ProRule:PRU00063 ECO:0000255|PROSITE-ProRule:PRU00475 ECO:0000269|PubMed:11980720 ECO:0000269|PubMed:15543136} Note=Accumulates in pericentromeric heterochromatin during replication Targeted to replication foci throughout S phase via its association with PCNA"	"overlaps 7"	119	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"BAZ1B"	"-"	4	1	1	1	1	4	20	66	60	44	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	16	166	4	1	1	16	NA	1	1	1	NA	43	52	5	NA	1	100	1	NA	1	79	1	21	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	79	15	4
"ESF1"	"NUCLEUS"	"NUCLEUS"	""	"Nucleus;Nucleoli"	NA	"Uncertain"	"extracellular space; nucleus"	" Nucleus nucleolus {ECO:0000250} Nucleus nucleoplasm {ECO:0000250}"	"overlaps 6"	119	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"ESF1"	"-"	46	6	12	4	4	4	8	20	20	74	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	66	132	1	1	1	1	NA	1	1	1	NA	66	5	30	NA	1	100	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	31	65	5
"H2AFY"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus"	NA	"Supportive"	"Barr body; condensed chromosome; extracellular vesicular exosome; nuclear chromatin; nucleolus; nucleosome; nucleus; pericentric heterochromatin; sex chromatin"	" Nucleus Chromosome Note=Enriched in inactive X chromosome chromatin and in senescence-associated heterochromatin"	"overlaps 9"	119	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"H2AFY"	"-"	4	1	1	1	1	4	18	68	62	44	"-"	1	18	14	1	10	16	22	20	22	14	62	NA	14	134	18	1	14	18	NA	1	1	1	NA	11	72	17	NA	1	99	1	NA	1	43	24	33	NA	1	65	35	NA	1	100	NA	1	100	1	NA	1	63	37	1
"RBBP6"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"chromosome; cytoplasm; cytoskeleton; nucleus"	" Nucleus nucleolus Chromosome Cytoplasm cytoskeleton microtubule organizing center centrosome Note=Colocalizes with mitotic chromosomes Colocalizes with NEK6 in the centrosome"	"overlaps 6"	119	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"RBBP6"	"-"	46	8	6	1	6	6	12	14	30	70	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	10	162	1	1	1	28	NA	1	1	1	NA	69	29	1	NA	1	100	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	22	10	68
"RBPJ"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"cytoplasm; MAML1-RBP-Jkappa- ICN1 complex; nucleolus; nucleoplasm; nucleus; transcription factor complex"	" Nucleus Cytoplasm Note=Mainly nuclear upon interaction with RITA/C12orf52 translocates to the cytoplasm down-regulating the Notch signaling pathway"	"overlaps 5"	119	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"RBPJ"	"-"	6	1	1	1	1	6	20	62	58	40	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	8	132	28	14	1	16	NA	1	1	1	NA	1	1	1	NA	1	100	1	NA	1	1	1	1	NA	1	1	1	NA	2	98	NA	1	100	1	NA	1	100	1	1
"SNW1"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"catalytic step 2 spliceosome; chromatin; nuclear matrix; nucleoplasm; nucleus; spliceosomal complex"	" Nucleus {ECO:0000269|PubMed:12840015}"	"overlaps 9"	119	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"SNW1"	"-"	36	6	6	1	4	6	8	22	50	58	"-"	1	1	10	1	64	76	34	10	1	1	1	NA	32	150	8	4	1	6	NA	66	34	1	NA	19	72	9	NA	1	91	9	NA	1	77	1	23	NA	1	1	1	NA	2	98	NA	2	84	14	NA	10	25	40	25
"TOP2A"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus"	NA	"Supportive"	"condensed chromosome; cytoplasm; DNA topoisomerase complex (ATP-hydrolyzing); nucleolus; nucleoplasm; nucleus; protein complex"	" Cytoplasm {ECO:0000269|PubMed:22013166} Nucleus nucleoplasm {ECO:0000269|PubMed:22013166} Note=Generally located in the nucleoplasm"	"overlaps 8"	119	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"TOP2A"	"-"	1	1	1	1	1	6	22	64	60	44	"-"	1	1	1	1	1	1	28	4	6	24	136	NA	8	116	12	4	48	12	NA	1	1	1	NA	30	52	17	NA	1	100	1	NA	1	31	59	10	NA	1	1	1	NA	1	100	NA	1	99	1	NA	1	65	33	2
"TOP2B"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus"	NA	"Supportive"	"cytoplasm; cytosol; DNA topoisomerase complex (ATP-hydrolyzing); nucleoplasm; nucleus"	" Cytoplasm Nucleus nucleolus"	"overlaps 8"	119	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"TOP2B"	"-"	1	1	1	1	1	6	24	62	60	44	"-"	1	1	4	1	6	1	40	4	30	34	80	NA	6	182	1	1	4	6	NA	1	1	1	NA	38	42	21	NA	1	100	1	NA	1	38	50	12	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	78	22	1
"TP53BP1"	""	""	"NUCLEUS"	"Nucleus"	NA	"Supportive"	"cytoplasm; kinetochore; nucleoplasm; nucleus; replication fork"	" Nucleus Chromosome centromere kinetochore Note=Associated with kinetochores Both nuclear and cytoplasmic in some cells Recruited to sites of DNA damage such as double stand breaks H4K20me2 is required for efficient localization to double strand breaks and removal of proteins that have a high affinity for H4K20me2 such as L3MBTL1 and KDM4A is needed"	"overlaps 8"	119	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"TP53BP1"	"-"	28	4	4	1	1	1	16	36	34	76	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	42	114	40	1	1	4	NA	86	14	1	NA	38	36	26	NA	1	100	1	NA	1	68	1	32	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	83	15	2
"BCLAF1"	""	""	"NUCLEUS"	"Nucleus"	"Nucleoli"	"Supportive"	"cytoplasm; nucleolus; nucleus"	" Cytoplasm Nucleus"	"overlaps 10"	237	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"BCLAF1"	"-"	66	6	10	1	6	8	8	20	28	48	"-"	1	46	84	6	28	18	14	1	1	1	1	NA	44	74	66	14	1	1	NA	2	98	1	NA	14	83	3	NA	1	29	71	NA	52	36	1	12	NA	1	81	19	NA	1	100	NA	1	100	1	NA	1	32	35	33
"CPSF6"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"membrane; mRNA cleavage factor complex; nucleus; paraspeckles; ribonucleoprotein complex"	" Nucleus {ECO:0000269|PubMed:15169763 ECO:0000269|PubMed:20695905 ECO:0000269|PubMed:9659921} Note=In punctate subnuclear structures localized adjacent to nuclear speckles called paraspeckles"	"overlaps 9"	237	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"CPSF6"	"-"	48	10	12	1	6	8	8	10	22	74	"-"	8	70	104	1	1	1	1	16	1	1	1	NA	76	30	78	6	6	1	NA	1	99	1	NA	8	81	11	NA	1	76	24	NA	1	1	1	1	NA	4	69	27	NA	13	87	NA	16	35	49	NA	1	18	22	60
"HNRNPK"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"catalytic step 2 spliceosome; cell projection; cytoplasm; extracellular vesicular exosome; focal adhesion; membrane; nuclear chromatin; nucleoplasm; nucleus"	" Cytoplasm Nucleus nucleoplasm Cell projection podosome Note=Recruited to p53/TP53-responsive promoters in the presence of functional p53/TP53 In case of ASFV infection there is a shift in the localization which becomes predominantly nuclear"	"overlaps 7"	237	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"HNRNPK"	"-"	70	6	10	1	6	4	6	22	24	52	"-"	16	48	108	8	6	4	1	1	1	1	1	NA	52	48	66	24	4	4	NA	27	72	1	NA	16	76	7	NA	1	1	1	NA	1	1	1	1	NA	6	46	47	NA	22	78	NA	35	57	9	NA	1	1	1	1
"HNRNPUL1"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"nucleoplasm; nucleus; ribonucleoprotein complex"	" Nucleus {ECO:0000269|PubMed:11513728 ECO:0000269|PubMed:12489984 ECO:0000269|PubMed:9733834}"	"overlaps 10"	237	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"HNRNPUL1"	"-"	114	1	14	1	6	6	6	10	20	22	"-"	1	52	112	4	16	12	4	1	1	1	1	NA	76	48	54	6	12	4	NA	16	83	1	NA	1	71	27	NA	64	19	17	NA	53	22	12	13	NA	12	88	1	NA	17	83	NA	1	83	17	NA	9	6	21	64
"ILF3"	"NUCLEUS"	"NUCLEUS"	""	"Nucleoli;Nucleus but not nucleoli;Mitochondria"	NA	"Supportive"	"cytoplasm; membrane; mitochondrion; nucleolus; nucleus; ribonucleoprotein complex"	" Nucleus nucleolus Cytoplasm Nucleus Note=Localizes in the cytoplasm in response to viral dsRNA The unphosphorylated form is retained in the nucleus by ILF2 Phosphorylation at Thr-188 and Thr-315 causes the dissociation of ILF2 from the ILF2-ILF3 complex resulting in a cytoplasmic sequestration of ILF3 Localized in cytoplasmic mRNP granules containing untranslated mRNAs"	"overlaps 9"	237	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"ILF3"	"-"	42	1	6	1	4	4	6	10	20	104	"-"	1	60	76	6	18	20	10	4	1	1	1	NA	32	82	70	8	1	6	NA	26	73	1	NA	9	41	50	NA	1	1	1	NA	1	34	44	21	NA	1	66	34	NA	1	100	NA	2	92	6	NA	7	22	34	37
"NCL"	""	""	"NUCLEUS"	"Nucleus;Nucleoli"	NA	"Supportive"	"cell cortex; cytoplasmic ribonucleoprotein granule; extracellular vesicular exosome; membrane; nucleolus; nucleoplasm; nucleus; ribonucleoprotein complex"	" Nucleus nucleolus Cytoplasm Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs"	"overlaps 10"	237	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"NCL"	"-"	80	4	8	1	4	6	8	16	16	60	"-"	1	94	72	10	6	6	1	1	1	1	1	NA	28	74	80	8	6	1	NA	44	56	1	NA	9	22	70	NA	37	44	19	NA	65	13	12	10	NA	7	58	35	NA	1	100	NA	15	57	28	NA	19	17	25	39
"NPM1"	""	""	"NUCLEUS"	"Nucleus;Nucleoli"	NA	"Supportive"	"centrosome; cytoplasm; cytosol; focal adhesion; membrane; nucleolus; nucleoplasm; nucleus; ribonucleoprotein complex; spindle pole centrosome"	" Nucleus nucleolus Nucleus nucleoplasm Cytoplasm cytoskeleton microtubule organizing center centrosome Note=Generally nucleolar but is translocated to the nucleoplasm in case of serum starvation or treatment with anticancer drugs Has been found in the cytoplasm in patients with primary acute myelogenous leukemia (AML) but not with secondary AML Can shuttle between cytoplasm and nucleus Co- localizes with the methylated form of RPS10 in the granular component (GC) region of the nucleolus Colocalized with nucleolin and APEX1 in nucleoli Isoform 1 of NEK2 is required for its localization to the centrosome during mitosis"	"overlaps 10"	237	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"NPM1"	"-"	88	6	10	1	6	6	6	12	16	48	"-"	1	88	76	14	6	4	1	1	1	1	1	NA	38	40	116	4	1	1	NA	21	78	1	NA	1	10	85	NA	9	76	15	NA	1	54	15	31	NA	1	50	49	NA	4	96	NA	7	77	16	NA	3	30	4	63
"PTBP1"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"extracellular vesicular exosome; membrane; nucleolus; nucleoplasm"	" Nucleus"	"overlaps 10"	237	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"PTBP1"	"-"	42	4	6	1	4	4	8	14	26	94	"-"	4	94	74	6	6	8	1	1	1	1	1	NA	10	28	98	50	8	6	NA	15	83	1	NA	18	77	5	NA	20	40	40	NA	39	24	16	21	NA	1	77	22	NA	16	84	NA	52	37	12	NA	17	36	29	19
